n_rooms,n_toilets,area,x,y,distance_UBND,district,polistic,furniture,house_direct,balcony_direct,n_hospitals,n_schools,price
1,1,45,21.07284927,105.8124313,3.09,Thanh Xuan,hdmb,co ban,Nam,Bac,0,2,66.66666667
3,2,116,21.00836563,105.8029099,3.46,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,3,17,34.48275862
3,2,101,21.03158569,105.7682037,3.82,Hoang Mai,so do,day du,Dong - Nam,Tay - Bac,0,5,36.63366337
3,3,144.5,21.07284927,105.8124313,3.09,Gia Lam,so do,cao cap,Tay - Bac,Dong - Nam,0,2,137.716263
2,1,52,21.0273364,105.8277878,2.78,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,1,11,22.69230769
2,2,52,21.0164891,105.8227091,3.2,Cau Giay,so do,day du,Dong - Nam,Dong - Nam,2,17,19.23076923
2,2,92,21.0194931,105.8223419,2.93,Dong Da,so do,day du,Dong - Bac,Tay - Nam,2,13,58.69565217
1,1,22,20.9877606,105.8006384,5.53,Thanh Xuan,so do,day du,Dong,Dong - Nam,3,9,34.09090909
3,2,94,21.0124321,105.767395,4.82,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,0,1,46.80851064
3,2,111,21.06489944,105.8270493,3.13,Tay Ho,so do,cao cap,Tay - Nam,Dong - Bac,0,2,67.56756757
2,2,68,20.99835014,105.806366,4.46,Thanh Xuan,so do,day du,Tay - Nam,Dong - Bac,4,15,41.17647059
3,2,130,21.00557899,105.8037491,3.74,Thanh Xuan,so do,day du,Dong - Bac,Tay - Nam,3,18,40
2,2,71.2,21.01609802,105.7924881,2.95,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,11,49.15730337
2,1,60,21.01028824,105.9401245,13.93,Gia Lam,hdmb,day du,Tay - Bac,Dong - Nam,1,3,25
3,2,90,20.99688148,105.8179703,4.79,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,3,17,40.55555556
2,2,62,21.07024574,105.7914734,3.04,Bac Tu Liem,so do,day du,Tay,Dong,1,2,38.70967742
2,2,90,21.0187118,105.7924762,2.71,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,2,9,38.33333333
4,3,185,21.03326988,105.8167038,1.54,Ba Dinh,so do,day du,Tay - Nam,Dong - Bac,2,9,86.48648649
3,2,94,21.0124321,105.767395,4.82,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,0,1,46.80851064
3,2,111,21.06489944,105.8270493,3.13,Tay Ho,so do,cao cap,Tay - Nam,Dong - Bac,0,2,67.56756757
2,2,68,20.99835014,105.806366,4.46,Thanh Xuan,so do,day du,Tay - Nam,Dong - Bac,4,15,41.17647059
3,2,130,21.00557899,105.8037491,3.74,Thanh Xuan,so do,day du,Dong - Bac,Tay - Nam,3,18,40
2,2,71.2,21.01609802,105.7924881,2.95,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,11,49.15730337
2,1,60,21.01028824,105.9401245,13.93,Gia Lam,hdmb,day du,Tay - Bac,Dong - Nam,1,3,25
3,2,90,20.99688148,105.8179703,4.79,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,3,17,40.55555556
2,2,62,21.07024574,105.7914734,3.04,Bac Tu Liem,so do,day du,Tay,Dong,1,2,38.70967742
2,2,90,21.0187118,105.7924762,2.71,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,2,9,38.33333333
4,3,185,21.03326988,105.8167038,1.54,Ba Dinh,so do,day du,Tay - Nam,Dong - Bac,2,9,86.48648649
3,2,115.17,21.00245285,105.8011932,4.06,Thanh Xuan,so do,co ban,Tay - Bac,Dong - Nam,4,17,42.54580186
2,2,71,21.01609802,105.7924881,2.95,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,11,49.29577465
3,2,111,20.99303818,105.788353,5.25,Nam Tu Liem,hdmb,day du,Dong - Nam,Tay - Bac,1,2,33.6036036
3,2,100,20.99433327,105.8675613,7.94,Hai Ba Trung,so do,day du,Dong - Nam,Dong - Nam,0,5,64
2,1,65,21.019447,105.821655,2.9,Dong Da,so do,day du,Tay - Nam,Dong - Bac,1,15,50.76923077
1,1,45,21.07284927,105.8124313,3.09,Tay Ho,hdmb,co ban,Nam,Bac,0,2,66.66666667
3,2,116,21.00836563,105.8029099,3.46,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,3,17,34.48275862
2,2,80,21.04437256,105.8032303,0.21,Cau Giay,so do,co ban,Dong - Nam,Tay - Bac,2,3,55
2,1,65,21.019447,105.821655,2.9,Dong Da,so do,day du,Tay - Nam,Dong - Bac,1,15,50.76923077
2,1,65,21.019447,105.821655,2.9,Dong Da,so do,day du,Tay - Nam,Dong - Bac,1,15,50.76923077
1,1,45,21.07284927,105.8124313,3.09,Tay Ho,hdmb,co ban,Nam,Bac,0,2,66.66666667
3,2,116,21.00836563,105.8029099,3.46,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,3,17,34.48275862
3,2,101,21.03158569,105.7682037,3.82,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,5,36.63366337
3,3,144.5,21.07284927,105.8124313,3.09,Tay Ho,so do,cao cap,Tay - Bac,Dong - Nam,0,2,137.716263
2,1,52,21.0273364,105.8277878,2.78,Dong Da,so do,day du,Tay - Bac,Dong - Nam,1,11,22.69230769
2,2,52,21.0164891,105.8227091,3.2,Dong Da,so do,day du,Dong - Nam,Tay - Bac,2,17,19.23076923
2,1,70,21.04993439,105.7952576,1.18,Cau Giay,so do,day du,Nam,Bac,2,2,29.28571429
4,3,160,21.01864815,105.7817917,3.34,Nam Tu Liem,hdmb,day du,Nam,Bac,0,5,38.125
2,2,83.5,21.03715324,105.7863388,1.93,Cau Giay,so do,co ban,Dong,Tay,1,4,55.08982036
3,3,149,21.02114296,105.8093491,2.23,Dong Da,so do,cao cap,Tay - Nam,Dong - Bac,3,18,39
3,2,116,20.97447205,105.7608795,8.13,Ha Dong,so do,co ban,Tay - Nam,Dong - Bac,1,2,22.84482759
2,2,94,20.97447205,105.7608795,8.13,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,1,2,22.87234043
2,2,85,20.99682999,105.7938385,4.74,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,3,9,35.88235294
2,1,63.5,21.03244019,105.778595,2.81,Cau Giay,so do,day du,Bac,Nam,0,5,36.22047244
3,2,95,20.99682999,105.7938385,4.74,Nam Tu Liem,chua so,day du,Tay - Bac,Dong - Nam,3,9,35.78947368
1,1,33,20.9950928,105.8567517,7.07,Hai Ba Trung,so do,cao cap,Dong,Nam,2,5,19.24242424
1,1,35,20.9965735,105.8427701,6,Hai Ba Trung,so do,day du,Dong,Nam,3,7,17.71428571
2,1,45,21.0282134,105.8390063,3.73,Dong Da,so do,day du,Tay,Dong - Nam,3,8,12.88888889
1,1,32,21.023229,105.8062465,1.98,Dong Da,so do,day du,Tay - Bac,Dong - Bac,3,14,19.84375
1,1,32,21.0402033,105.8160685,1.17,Ba Dinh,so do,day du,Dong,Dong - Nam,2,9,20.3125
2,1,45,21.0051976,105.8355164,4.87,Dong Da,so do,day du,Tay,Dong - Nam,2,9,19.55555556
1,1,32,21.0090233,105.8600944,6.49,Hai Ba Trung,so do,cao cap,Dong,Dong,1,6,18.75
2,1,41,21.020889,105.8158204,2.47,Dong Da,so do,day du,Tay,Dong - Nam,2,17,65.85365854
2,2,65,20.98009872,105.8742447,9.37,Hoang Mai,so do,day du,Dong,Bac,0,3,31.53846154
2,2,64,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Dong - Nam,Tay - Bac,0,0,30.625
2,2,52.6,20.97309303,105.8383713,7.75,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,1,6,39.54372624
2,2,74,20.99848557,105.86866,7.79,Hai Ba Trung,so do,day du,Tay - Bac,Dong - Nam,0,6,43.24324324
2,1,54,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,5,44.44444444
2,2,114,21.00886726,105.820343,3.75,Dong Da,so do,day du,Tay - Bac,Dong - Nam,4,19,38.15789474
3,2,168,21.08014297,105.8136902,3.83,Tay Ho,so do,co ban,Tay - Nam,Dong - Bac,0,2,38.0952381
1,1,55.61,21.01941681,105.8168793,2.65,Ba Dinh,hdmb,cao cap,Nam,Dong - Nam,2,18,101.2048193
3,2,115,21.08229256,105.7918243,4.14,Bac Tu Liem,so do,day du,Tay,Dong,1,5,46.95652174
2,2,70,20.973217,105.778854,7.43,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,4,5,40
3,2,111,21.0483269,105.7956063,1.06,Cau Giay,so do,co ban,Tay,Dong,2,2,38
2,2,66,20.96433449,105.8272934,8.18,Hoang Mai,hdmb,day du,Tay - Nam,Dong - Bac,1,3,27.27272727
2,1,46,20.96433449,105.8272934,8.18,Hoang Mai,hdmb,day du,Dong - Bac,Dong - Nam,1,3,28.26086957
3,2,117,21.00056076,105.8029175,4.24,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,4,16,38.46153846
2,2,62,20.97953796,105.8416138,7.33,Hoang Mai,so do,cao cap,Tay,Dong,1,6,41.93548387
2,2,70,20.98303413,105.8351135,6.72,Hoang Mai,so do,co ban,Tay - Bac,Dong - Nam,2,5,37.14285714
2,1,57,20.98303413,105.8351135,6.72,Hoang Mai,so do,co ban,Bac,Nam,2,5,39
2,2,127,20.98651886,105.7863998,5.93,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,1,4,33
2,2,57,20.97309303,105.8383713,7.75,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,1,6,35.0877193
2,2,103,20.9973722,105.7938673,4.68,Thanh Xuan,so do,co ban,Tay - Bac,Dong - Nam,3,9,31.06796117
3,2,133,21.02114296,105.8093491,2.23,Dong Da,so do,day du,Tay - Bac,Dong - Nam,3,18,35.33834586
1,2,90,21.06409264,105.8097382,2.18,Tay Ho,so do,day du,Dong,Tay,1,3,55.55555556
2,2,84,20.97639847,105.8145752,6.73,Hoang Mai,so do,day du,Dong - Nam,Tay - Bac,1,6,36.66666667
2,2,84,20.97639847,105.8145752,6.73,Hoang Mai,so do,day du,Dong - Nam,Tay - Bac,1,6,36.66666667
3,2,114,21.07213593,105.810997,2.99,Tay Ho,so do,day du,Bac,Tay - Nam,0,2,48.24561404
1,1,48,20.95990562,105.7918015,8.4,Ha Dong,hdmb,co ban,Dong - Nam,Tay - Bac,2,6,41.66666667
2,2,75.1,21.01028824,105.9401245,13.93,Gia Lam,so do,nguyen_ban,Tay - Nam,Dong - Bac,1,3,29
3,2,107,21.08229256,105.7918243,4.14,Bac Tu Liem,hdmb,day du,Bac,Tay - Nam,1,5,50.46728972
1,1,45,20.96331406,105.8267365,8.26,Hoang Mai,hdmb,day du,Tay - Bac,Tay - Nam,1,3,26.66666667
2,2,79,20.96164288,105.8739147,10.68,Hoang Mai,so do,day du,Dong - Nam,Dong - Nam,0,3,35.44303797
3,3,149,21.01926041,105.8172684,2.68,Ba Dinh,so do,cao cap,Tay - Bac,Dong - Nam,2,16,36.91275168
2,2,84,20.97639847,105.8145752,6.73,Hoang Mai,so do,day du,Dong - Nam,Tay - Bac,1,6,36.66666667
3,2,114,21.07213593,105.810997,2.99,Tay Ho,so do,day du,Bac,Tay - Nam,0,2,48.24561404
1,1,48,20.95990562,105.7918015,8.4,Ha Dong,hdmb,co ban,Dong - Nam,Tay - Bac,2,6,41.66666667
2,2,75.1,21.01028824,105.9401245,13.93,Gia Lam,so do,nguyen_ban,Tay - Nam,Dong - Bac,1,3,29
3,2,107,21.08229256,105.7918243,4.14,Bac Tu Liem,hdmb,day du,Bac,Tay - Nam,1,5,50.46728972
1,1,45,20.96331406,105.8267365,8.26,Hoang Mai,hdmb,day du,Tay - Bac,Tay - Nam,1,3,26.66666667
2,2,79,20.96164288,105.8739147,10.68,Hoang Mai,so do,day du,Dong - Nam,Dong - Nam,0,3,35.44303797
3,3,149,21.01926041,105.8172684,2.68,Ba Dinh,so do,cao cap,Tay - Bac,Dong - Nam,2,16,36.91275168
3,2,118,20.96875381,105.7921066,7.52,Thanh Tri,so do,day du,Dong - Bac,Dong - Nam,4,6,22.03389831
2,2,78,20.96875381,105.7921066,7.52,Thanh Tri,so do,day du,Tay - Bac,Dong - Nam,4,6,28.20512821
3,2,106,20.96875381,105.7921066,7.52,Thanh Tri,so do,day du,Dong - Nam,Tay - Bac,4,6,28.30188679
2,1,50,21.0260381,105.8398772,3.9,Dong Da,so do,day du,Tay - Bac,Nam,4,8,29.2
3,2,70,21.0104478,105.8184384,3.53,Dong Da,so do,day du,Tay - Nam,Dong - Bac,3,22,30
3,2,103,21.02041626,105.8072433,2.26,Dong Da,so do,day du,Bac,Nam,3,17,75
2,2,80,21.02041626,105.8072433,2.26,Dong Da,so do,cao cap,Dong,Bac,3,17,75
1,1,48,21.04431725,105.877861,7.32,Long Bien,so do,day du,Tay - Bac,Dong - Nam,3,5,50
2,2,83,20.99972153,105.828331,4.92,Thanh Xuan,so do,cao cap,Dong - Nam,Dong - Nam,5,11,46.98795181
3,2,140,21.02114296,105.8093491,2.23,Dong Da,so do,day du,Tay - Bac,Dong - Nam,3,18,39
4,3,160,21.00522614,105.8050613,3.77,Thanh Xuan,so do,cao cap,Tay - Bac,Dong - Nam,4,20,61.25
2,2,60,21.06583977,105.7981491,2.38,Bac Tu Liem,so do,day du,Tay,Dong,1,2,53.33333333
2,1,54,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,5,44.44444444
2,2,114,21.00886726,105.820343,3.75,Dong Da,so do,day du,Tay - Bac,Dong - Nam,4,19,38.15789474
2,2,114,21.00886726,105.820343,3.75,Dong Da,so do,day du,Tay - Bac,Dong - Nam,4,19,38.15789474
3,2,168,21.08014297,105.8136902,3.83,Tay Ho,so do,co ban,Tay - Nam,Dong - Bac,0,2,38.0952381
1,1,55.61,21.01941681,105.8168793,2.65,Ba Dinh,hdmb,cao cap,Nam,Dong - Nam,2,18,101.2048193
3,2,115,21.08229256,105.7918243,4.14,Bac Tu Liem,so do,day du,Tay,Dong,1,5,46.95652174
3,2,126,21.06357574,105.795311,2.27,Bac Tu Liem,chua so,day du,Dong,Tay - Bac,1,3,55
3,2,126,21.06583977,105.7981491,2.38,Bac Tu Liem,so do,cao cap,Nam,Bac,1,2,55
3,2,106,21.00522614,105.8050613,3.77,Thanh Xuan,so do,cao cap,Tay - Bac,Dong - Nam,4,20,59.43396226
1,1,40,20.911221,105.8525016,14.01,Thanh Tri,hdmb,co ban,Bac,Nam,0,9,16
3,2,125,20.99357986,105.7982101,4.98,Thanh Xuan,so do,co ban,Dong - Nam,Dong - Bac,5,12,50.4
1,1,45,21.07284927,105.8124313,3.09,Tay Ho,hdmb,co ban,Nam,Bac,0,2,60
3,2,115,21.00826073,105.7960434,3.57,Cau Giay,so do,cao cap,Tay - Nam,Dong - Bac,2,12,60
2,2,73,20.98483658,105.8598557,8.01,Hoang Mai,hdmb,co ban,Dong - Nam,Dong - Nam,1,5,40.68493151
2,2,103,21.01864815,105.7817917,3.34,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,0,5,45.4368932
2,2,78.45,20.98927307,105.8325195,6.04,Hoang Mai,so do,cao cap,Bac,Nam,3,9,39.51561504
3,2,105,20.99843788,105.8667374,7.63,Hai Ba Trung,so do,co ban,Tay - Nam,Dong - Bac,0,5,40.8
2,1,35,21.06583977,105.7981491,2.38,Hai Ba Trung,so do,day du,Tay,Bac,1,2,14.28571429
3,2,81,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,co ban,Dong - Nam,Tay - Bac,0,0,40.12345679
3,2,142,21.03217659,105.7739783,3.26,Nam Tu Liem,so do,co ban,Tay,Nam,0,5,35
3,2,115,21.0324192,105.8313599,2.86,Ba Dinh,hdmb,day du,Tay - Nam,Nam,2,9,90
2,2,92,21.0194931,105.8223419,2.93,Dong Da,so do,day du,Dong - Bac,Tay - Nam,2,13,58.69565217
3,2,94,21.0124321,105.767395,4.82,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,0,1,46.80851064
3,2,111,21.06489944,105.8270493,3.13,Tay Ho,so do,cao cap,Tay - Nam,Dong - Bac,0,2,67.56756757
2,2,68,20.99835014,105.806366,4.46,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,4,15,41.17647059
3,2,130,21.00557899,105.8037491,3.74,Hai Ba Trung,so do,day du,Dong - Bac,Tay - Nam,3,18,40
2,2,71.2,21.01609802,105.7924881,2.95,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,11,49.15730337
3,2,90,20.99688148,105.8179703,4.79,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,3,17,40.55555556
2,2,62,21.07024574,105.7914734,3.04,Bac Tu Liem,so do,day du,Tay,Dong,1,2,38.70967742
2,2,90,21.0187118,105.7924762,2.71,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,2,9,38.33333333
4,3,185,21.03326988,105.8167038,1.54,Ba Dinh,so do,day du,Tay - Nam,Dong - Bac,2,9,86.48648649
2,2,80,21.04437256,105.8032303,0.21,Bac Tu Liem,so do,day du,Nam,Bac,2,3,55
2,1,65,21.019447,105.821655,2.9,Bac Tu Liem,so do,day du,Tay - Nam,Dong - Bac,1,15,50.76923077
3,2,116,21.00836563,105.8029099,3.46,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,3,17,34.48275862
3,2,101,21.03158569,105.7682037,3.82,Thanh Xuan,so do,day du,Nam,Bac,0,5,36.63366337
3,3,144.5,21.07284927,105.8124313,3.09,Cau Giay,so do,cao cap,Tay - Bac,Dong - Nam,0,2,137.716263
3,2,90,20.99688148,105.8179703,4.79,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,3,17,40.55555556
2,2,62,21.07024574,105.7914734,3.04,Bac Tu Liem,so do,day du,Tay,Dong,1,2,38.70967742
2,2,90,21.0187118,105.7924762,2.71,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,2,9,38.33333333
4,3,185,21.03326988,105.8167038,1.54,Ba Dinh,so do,day du,Tay - Nam,Dong - Bac,2,9,86.48648649
3,2,115.17,21.00245285,105.8011932,4.06,Thanh Xuan,so do,co ban,Tay - Bac,Dong - Nam,4,17,42.54580186
2,2,71,21.01609802,105.7924881,2.95,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,11,49.29577465
3,2,100,20.99433327,105.8675613,7.94,Hai Ba Trung,so do,day du,Dong - Nam,Dong - Nam,0,5,64
3,2,120,20.99682999,105.7938385,4.74,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,3,9,30
2,2,80,21.04437256,105.8032303,0.21,Cau Giay,so do,co ban,Dong - Nam,Tay - Bac,2,3,55
3,2,116,21.00836563,105.8029099,3.46,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,3,17,34.48275862
3,2,101,21.03158569,105.7682037,3.82,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,5,36.63366337
3,3,144.5,21.07284927,105.8124313,3.09,Tay Ho,so do,cao cap,Tay - Bac,Dong - Nam,0,2,137.716263
3,2,130,21.00557899,105.8037491,3.74,Thanh Xuan,so do,day du,Dong - Bac,Tay - Nam,3,18,40
2,2,71.2,21.01609802,105.7924881,2.95,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,11,49.15730337
2,1,60,21.01028824,105.9401245,13.93,Gia Lam,hdmb,day du,Tay - Bac,Dong - Nam,1,3,25
3,2,90,20.99688148,105.8179703,4.79,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,3,17,40.55555556
2,2,62,21.07024574,105.7914734,3.04,Bac Tu Liem,so do,day du,Tay,Dong,1,2,38.70967742
2,2,90,21.0187118,105.7924762,2.71,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,2,9,38.33333333
4,3,185,21.03326988,105.8167038,1.54,Ba Dinh,so do,day du,Tay - Nam,Dong - Bac,2,9,86.48648649
3,2,115.17,21.00245285,105.8011932,4.06,Thanh Xuan,so do,co ban,Tay - Bac,Dong - Nam,4,17,42.54580186
2,2,71,21.01609802,105.7924881,2.95,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,11,49.29577465
3,2,100,20.99433327,105.8675613,7.94,Hai Ba Trung,so do,day du,Dong - Nam,Dong - Nam,0,5,64
3,2,120,20.99682999,105.7938385,4.74,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,3,9,30
2,2,80,21.04437256,105.8032303,0.21,Cau Giay,so do,co ban,Dong - Nam,Tay - Bac,2,3,55
2,1,65,21.019447,105.821655,2.9,Dong Da,so do,day du,Tay - Nam,Dong - Bac,1,15,50.76923077
3,2,116,21.00836563,105.8029099,3.46,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,3,17,34.48275862
3,2,101,21.03158569,105.7682037,3.82,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,5,36.63366337
3,3,144.5,21.07284927,105.8124313,3.09,Tay Ho,so do,cao cap,Tay - Bac,Dong - Nam,0,2,137.716263
2,1,70,21.04993439,105.7952576,1.18,Cau Giay,so do,day du,Nam,Bac,2,2,29.28571429
2,2,83.5,21.03715324,105.7863388,1.93,Cau Giay,so do,co ban,Dong,Tay,1,4,55.08982036
2,2,94,20.97447205,105.7608795,8.13,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,1,2,22.87234043
2,2,85,20.99682999,105.7938385,4.74,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,3,9,35.88235294
2,1,63.5,21.03244019,105.778595,2.81,Cau Giay,so do,day du,Bac,Nam,0,5,36.22047244
3,2,95,20.99682999,105.7938385,4.74,Nam Tu Liem,chua so,day du,Tay - Bac,Dong - Nam,3,9,35.78947368
1,1,33,20.9950928,105.8567517,7.07,Hai Ba Trung,so do,cao cap,Dong,Nam,2,5,19.24242424
1,1,35,20.9965735,105.8427701,6,Hai Ba Trung,so do,day du,Dong,Nam,3,7,17.71428571
2,1,45,21.0282134,105.8390063,3.73,Dong Da,so do,day du,Tay,Dong - Nam,3,8,12.88888889
1,1,32,21.023229,105.8062465,1.98,Dong Da,so do,day du,Tay - Bac,Dong - Bac,3,14,19.84375
1,1,32,21.0402033,105.8160685,1.17,Ba Dinh,so do,day du,Dong,Dong - Nam,2,9,20.3125
2,1,45,21.0051976,105.8355164,4.87,Dong Da,so do,day du,Tay,Dong - Nam,2,9,19.55555556
2,1,41,21.020889,105.8158204,2.47,Hai Ba Trung,so do,day du,Tay,Dong,2,17,65.85365854
2,2,65,20.98009872,105.8742447,9.37,Hoang Mai,so do,day du,Dong,Bac,0,3,31.53846154
2,2,64,21.0024147,105.9641113,16.45,Cau Giay,so do,day du,Dong - Bac,Tay - Nam,0,0,30.625
3,2,130,21.00557899,105.8037491,3.74,Thanh Xuan,so do,day du,Dong - Bac,Tay - Nam,3,18,40
2,2,71.2,21.01609802,105.7924881,2.95,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,11,49.15730337
2,1,60,21.01028824,105.9401245,13.93,Gia Lam,hdmb,day du,Tay - Bac,Dong - Nam,1,3,25
3,2,90,20.99688148,105.8179703,4.79,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,3,17,40.55555556
2,2,62,21.07024574,105.7914734,3.04,Bac Tu Liem,so do,day du,Tay,Dong,1,2,38.70967742
2,2,90,21.0187118,105.7924762,2.71,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,2,9,38.33333333
4,3,185,21.03326988,105.8167038,1.54,Ba Dinh,so do,day du,Tay - Nam,Dong - Bac,2,9,86.48648649
3,2,115.17,21.00245285,105.8011932,4.06,Thanh Xuan,so do,co ban,Tay - Bac,Dong - Nam,4,17,42.54580186
2,2,71,21.01609802,105.7924881,2.95,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,11,49.29577465
3,2,100,20.99433327,105.8675613,7.94,Hai Ba Trung,so do,day du,Dong - Nam,Dong - Nam,0,5,64
3,2,120,20.99682999,105.7938385,4.74,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,3,9,30
2,2,80,21.04437256,105.8032303,0.21,Cau Giay,so do,co ban,Dong - Nam,Tay - Bac,2,3,55
2,1,65,21.019447,105.821655,2.9,Dong Da,so do,day du,Tay - Nam,Dong - Bac,1,15,50.76923077
3,2,116,21.00836563,105.8029099,3.46,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,3,17,34.48275862
3,2,101,21.03158569,105.7682037,3.82,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,5,36.63366337
3,3,144.5,21.07284927,105.8124313,3.09,Tay Ho,so do,cao cap,Tay - Bac,Dong - Nam,0,2,137.716263
2,1,35,21.06583977,105.7981491,2.38,Bac Tu Liem,so do,day du,Tay,Dong - Nam,1,2,14.28571429
3,2,87,20.98009872,105.8742447,9.37,Gia Lam,so do,day du,Tay - Nam,Dong - Bac,0,3,29.88505747
3,2,81,21.00522614,105.7389145,7.58,Long Bien,so do,cao cap,Tay - Nam,Dong - Bac,0,0,40.12345679
3,2,142,21.03217659,105.7739783,3.26,Bac Tu Liem,so do,co ban,Tay,Dong,0,5,35
3,2,115,21.0324192,105.8313599,2.86,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,2,9,90
2,2,92,21.0194931,105.8223419,2.93,Thanh Xuan,so do,day du,Dong - Bac,Tay - Nam,2,13,58.69565217
3,2,94,21.0124321,105.767395,4.82,Hoai Duc,so do,day du,Tay - Nam,Dong - Bac,0,1,46.80851064
3,2,111,21.06489944,105.8270493,3.13,Nam Tu Liem,so do,cao cap,Tay - Nam,Dong - Bac,0,2,67.56756757
2,2,68,20.99835014,105.806366,4.46,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,4,15,41.17647059
3,2,130,21.00557899,105.8037491,3.74,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,3,18,40
2,2,71.2,21.01609802,105.7924881,2.95,Tay Ho,so do,day du,Dong - Bac,Tay - Nam,2,11,49.15730337
2,1,60,21.01028824,105.9401245,13.93,Ha Dong,hdmb,day du,Tay - Bac,Dong - Nam,1,3,25
2,1,60,21.01028824,105.9401245,13.93,Ha Dong,hdmb,day du,Tay - Bac,Dong - Nam,1,3,25
3,2,90,20.99688148,105.8179703,4.79,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,3,17,40.55555556
2,2,62,21.07024574,105.7914734,3.04,Nam Tu Liem,so do,day du,Tay,Dong,1,2,38.70967742
2,2,90,21.0187118,105.7924762,2.71,Dan Phuong,so do,day du,Tay - Bac,Dong - Nam,2,9,38.33333333
4,3,185,21.03326988,105.8167038,1.54,Hoang Mai,so do,day du,Tay - Nam,Dong - Bac,2,9,86.48648649
3,2,115.17,21.00245285,105.8011932,4.06,Nam Tu Liem,so do,co ban,Tay - Bac,Dong - Nam,4,17,42.54580186
2,2,71,21.01609802,105.7924881,2.95,Thanh Xuan,so do,day du,Dong - Bac,Tay - Nam,2,11,49.29577465
3,2,100,20.99433327,105.8675613,7.94,Cau Giay,so do,day du,Dong - Nam,Dong - Nam,0,5,64
3,2,120,20.99682999,105.7938385,4.74,Bac Tu Liem,so do,day du,Dong - Nam,Tay - Bac,3,9,30
2,2,80,21.04437256,105.8032303,0.21,Nam Tu Liem,so do,day du,Nam,Bac,2,3,55
2,1,65,21.019447,105.821655,2.9,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,1,15,50.76923077
3,2,116,21.00836563,105.8029099,3.46,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,3,17,34.48275862
3,2,116,21.00836563,105.8029099,3.46,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,3,17,34.48275862
