n_rooms,n_toilets,area,x,y,distance_UBND,district,polistic,furniture,house_direct,balcony_direct,n_hospitals,n_schools,price
4,3,158.6,21.01864815,105.7817917,3.34,Ha Dong,hdmb,cao cap,Tay - Nam,Dong - Bac,0,5,49.81084489
4,3,171,21.07865143,105.8026123,3.58,Tay Ho,hdmb,cao cap,Nam,Bac,0,1,80.11695906
2,2,69,21.08407513,105.809164,4.14,Cau Giay,hdmb,cao cap,Tay - Nam,Dong - Bac,0,1,77.53623188
4,4,335,20.99668503,105.873848,8.32,Hai Ba Trung,hdmb,nguyen_ban,Bac,Nam,0,4,47.46268657
3,2,93,21.0003386,105.804204,4.26,Hai Ba Trung,so do,day du,Tay - Bac,Dong - Nam,4,17,47.95698925
2,2,68,20.96728516,105.7781754,8.02,Hai Ba Trung,hdmb,day du,Tay - Nam,Dong - Bac,3,5,33.82352941
3,2,95,21.04513359,105.7677917,3.7,Bac Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,6,30.52631579
2,1,55,21.00885201,105.7439194,6.97,Hoang Mai,so do,day du,Dong - Bac,Dong - Bac,0,0,41.81818182
2,1,63,21.04431725,105.877861,7.32,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,3,5,50
2,2,79,20.99458504,105.8633957,7.6,Ha Dong,so do,day du,Dong - Nam,Nam,0,4,35.44303797
2,2,80,20.99458504,105.8633957,7.6,Thanh Tri,so do,day du,Dong - Nam,Nam,0,4,33.75
2,2,73,20.99653816,105.8633881,7.48,Long Bien,so do,day du,Nam,Nam,0,6,41.09589041
2,2,72,20.98543167,105.8393402,6.71,Ha Dong,so do,day du,Dong,Dong,2,5,37.5
2,2,68.6,21.02097893,105.7910614,2.58,Thanh Tri,so do,day du,Tay - Bac,Dong - Nam,2,7,47.37609329
2,2,73,20.98278236,105.8343811,6.71,Ha Dong,so do,day du,Dong,Dong,1,5,39.7260274
3,3,134,20.9908123,105.7839127,5.61,Thanh Tri,so do,day du,Dong - Nam,Tay - Bac,1,2,23.88059701
2,1,55,21.00580597,105.7943726,3.85,Nam Tu Liem,hdmb,day du,Dong - Nam,Tay - Bac,2,13,45.45454545
3,2,70,21.00580597,105.7943726,3.85,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,2,13,61.42857143
2,2,87,20.97274315,105.7995251,7.04,Thanh Xuan,so do,day du,Dong - Bac,Dong - Nam,2,6,27.01149425
2,2,72,21.02140045,105.7920532,2.5,Tay Ho,so do,day du,Dong - Nam,Tay - Bac,2,6,40.55555556
2,2,78,21.04423332,105.7673187,3.74,Thanh Xuan,so do,co ban,Tay - Bac,Dong - Nam,0,6,36.92307692
3,2,78,21.05760002,105.8845978,8.12,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,2,8,33.33333333
3,2,115,21.0024147,105.9641113,16.45,Ba Dinh,hdmb,nguyen_ban,Tay - Bac,Dong - Nam,0,0,40
3,2,95,21.07865143,105.8026123,3.58,Dong Da,so do,day du,Bac,Dong - Nam,0,1,41.05263158
3,2,126,20.99964523,105.7993851,4.36,Nam Tu Liem,so do,co ban,Tay - Bac,Dong - Nam,5,15,29.36507937
4,3,110,20.94645882,105.8557816,10.92,Tay Ho,so do,co ban,Dong - Nam,Dong - Bac,3,5,26.36363636
3,2,95,21.03717804,105.8730698,6.86,Tay Ho,so do,day du,Dong - Nam,Dong - Nam,2,4,50.52631579
3,2,84,21.04431725,105.877861,7.32,Hoang Mai,so do,day du,Tay - Nam,Dong - Bac,3,5,49
4,3,137,20.98651886,105.7863998,5.93,Cau Giay,so do,co ban,Tay - Bac,Dong - Nam,1,4,32.84671533
2,1,50,20.97145653,105.8281708,7.52,Ba Dinh,so do,day du,Tay - Bac,Dong - Nam,0,5,30
3,2,139,21.04423332,105.7673187,3.74,Hoang Mai,so do,day du,Tay - Nam,Tay - Bac,0,6,35.97122302
3,2,104,21.04431725,105.877861,7.32,Hoang Mai,so do,co ban,Dong - Bac,Tay - Nam,3,5,41.34615385
3,2,135,20.98345757,105.7856445,6.24,Ba Dinh,so do,day du,Tay - Bac,Dong - Nam,3,5,33.33333333
2,2,80,20.99433327,105.8675613,7.94,Dong Da,so do,day du,Dong,Dong,0,5,50
2,2,73.7,21.00174141,105.9421463,14.35,Hoang Mai,so do,cao cap,Dong - Bac,Tay - Nam,0,3,38.15468114
2,2,79,20.99433327,105.8675613,7.94,Tay Ho,so do,day du,Tay,Dong,0,5,54.43037975
2,2,66.68,21.03314972,105.7321854,7.32,Cau Giay,so do,day du,Dong - Bac,Tay - Nam,1,0,44.9910018
3,2,115,21.00886726,105.820343,3.75,Hai Ba Trung,so do,day du,Tay - Bac,Dong - Nam,4,19,39.13043478
2,2,65,21.01414871,105.7887268,3.29,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,2,9,35.38461538
3,2,109,21.03623962,105.7853775,2.05,Bac Tu Liem,so do,nguyen_ban,Dong - Nam,Tay - Bac,1,4,31.19266055
2,2,124,21.02951241,105.8181686,1.9,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,1,10,41.93548387
2,1,73,20.97145653,105.8281708,7.52,Thanh Xuan,so do,day du,Dong - Bac,Tay - Nam,0,5,26.84931507
3,2,115,21.01875877,105.7947769,2.61,Tay Ho,so do,day du,Tay - Bac,Dong - Nam,2,10,33.04347826
3,2,90,21.0118082,105.8083617,3.13,Hai Ba Trung,so do,day du,Tay - Nam,Dong - Bac,3,21,34.44444444
3,2,97,20.98434067,105.7768097,6.49,Ha Dong,so do,cao cap,Tay - Bac,Dong - Nam,3,3,39.69072165
2,2,80,20.99972153,105.828331,4.92,Nam Tu Liem,so do,cao cap,Dong - Nam,Tay - Bac,5,11,47.5
2,2,93,20.997612,105.8093262,4.55,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,4,17,32.25806452
3,2,106,21.0201683,105.7807541,3.3,Thanh Xuan,so do,day du,Dong - Bac,Tay - Nam,0,4,43.39622642
4,4,170,21.0201683,105.7807541,3.3,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,0,4,73.52941176
2,2,66,21.03314972,105.7321854,7.32,Long Bien,hdmb,day du,Tay - Bac,Dong - Nam,1,0,40
2,1,59.8,21.05967522,105.8040771,1.68,Nam Tu Liem,so do,day du,Nam,Bac,2,4,58.52842809
2,2,73,21.03108406,105.7745667,3.24,Tay Ho,so do,cao cap,Tay - Bac,Dong - Nam,0,5,44.52054795
4,2,114,21.04423332,105.7673187,3.74,Nam Tu Liem,hdmb,day du,Dong - Nam,Tay - Bac,0,6,39.47368421
3,2,125,21.00029182,105.8160095,4.41,Tay Ho,so do,day du,Tay - Nam,Dong - Bac,4,16,45
3,2,146,20.97929001,105.7854614,6.65,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Bac,3,5,35.61643836
3,2,107,20.98337555,105.7835312,6.32,Bac Tu Liem,so do,day du,Dong - Nam,Tay - Bac,3,4,38.31775701
2,2,133,21.03004456,105.7766266,3.09,Long Bien,so do,day du,Nam,Bac,0,5,30.07518797
3,2,105,20.95876884,105.8463135,9.39,Dong Da,so do,co ban,Dong - Nam,Dong - Nam,2,6,34.28571429
3,2,133,20.99751663,105.795166,4.64,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,4,10,23.30827068
2,2,81,20.9952507,105.7844086,5.18,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,1,3,29.62962963
3,2,105,21.03656769,105.7604828,4.47,Bac Tu Liem,so do,co ban,Tay - Nam,Dong - Bac,1,6,50.47619048
2,2,70,20.95020294,105.791069,9.37,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,1,5,22.57142857
3,2,133,21.03004456,105.7766266,3.09,Hai Ba Trung,so do,co ban,Nam,Bac,0,5,33.08270677
2,2,86.8,21.05967522,105.8040771,1.68,Nam Tu Liem,so do,day du,Dong,Tay,2,4,41.47465438
2,2,70,20.97602463,105.7615967,7.96,Ha Dong,so do,day du,Tay - Bac,Tay - Nam,1,2,27.14285714
3,2,85,21.06510162,105.8886566,8.68,Nam Tu Liem,hdmb,day du,Tay - Bac,Dong - Nam,2,6,25.88235294
3,2,126,20.99964523,105.7993851,4.36,Ha Dong,so do,co ban,Dong - Nam,Dong - Bac,5,15,26.98412698
2,1,47,20.96473503,105.8263626,8.11,Ba Dinh,hdmb,co ban,Tay - Nam,Dong - Bac,1,3,25.53191489
3,2,90,21.04956627,105.778595,2.69,Nam Tu Liem,so do,cao cap,Bac,Nam,1,3,43.88888889
3,2,90.1,20.97639847,105.8145752,6.73,Tay Ho,so do,day du,Dong - Nam,Dong - Bac,1,6,39.84461709
2,1,58,21.07865143,105.8026123,3.58,Hoang Mai,so do,day du,Bac,Nam,0,1,44.82758621
3,2,103.8,21.05967522,105.8040771,1.68,Nam Tu Liem,so do,day du,Nam,Bac,2,4,46.24277457
2,1,55,20.99927711,105.7381134,7.96,Thanh Xuan,so do,co ban,Dong - Bac,Tay - Nam,0,0,41.09090909
2,1,81,21.04015923,105.7613144,4.35,Bac Tu Liem,so do,day du,Tay - Nam,Dong - Bac,1,6,49.38271605
3,3,181,21.00695801,105.8010788,3.61,Gia Lam,so do,cao cap,Tay - Bac,Dong - Nam,3,16,45
3,2,86,21.0322113,105.7996979,1.18,Long Bien,so do,day du,Dong - Bac,Tay - Nam,1,10,56.97674419
2,2,70,20.98434067,105.7768097,6.49,Long Bien,so do,co ban,Dong - Bac,Tay - Nam,3,3,37.85714286
3,2,86,21.0322113,105.7996979,1.18,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,1,10,56.97674419
2,2,70,20.98434067,105.7768097,6.49,Tay Ho,so do,co ban,Dong - Bac,Tay - Nam,3,3,37.85714286
3,2,89,20.99069977,105.8142776,5.31,Nam Tu Liem,so do,day du,Bac,Dong - Nam,2,13,47.19101124
2,1,70,20.97347069,105.8258286,7.26,Vi Thanh,so do,day du,Tay - Bac,Dong - Nam,0,4,35.71428571
2,1,70,20.97347069,105.8258286,7.26,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,4,35.71428571
3,2,85,21.06909752,105.8880386,8.73,Ba Dinh,hdmb,day du,Tay - Bac,Dong - Nam,2,5,25.88235294
3,2,107,20.98337555,105.7835312,6.32,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,3,4,38.31775701
2,2,133,21.03004456,105.7766266,3.09,Nam Tu Liem,so do,day du,Nam,Bac,0,5,30.07518797
3,2,105,20.95876884,105.8463135,9.39,Hoang Mai,so do,co ban,Dong - Nam,Dong - Nam,2,6,34.28571429
3,2,133,20.99751663,105.795166,4.64,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,4,10,23.30827068
2,2,81,20.9952507,105.7844086,5.18,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,1,3,29.62962963
3,2,105,21.03656769,105.7604828,4.47,Nam Tu Liem,so do,co ban,Tay - Nam,Dong - Bac,1,6,50.47619048
2,2,70,20.95020294,105.791069,9.37,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,1,5,22.57142857
3,2,133,21.03004456,105.7766266,3.09,Nam Tu Liem,so do,co ban,Nam,Bac,0,5,33.08270677
2,2,86.8,21.05967522,105.8040771,1.68,Tay Ho,so do,day du,Dong,Tay,2,4,41.47465438
2,2,70,20.97602463,105.7615967,7.96,Ha Dong,so do,day du,Tay - Bac,Tay - Nam,1,2,27.14285714
3,2,85,21.06510162,105.8886566,8.68,Long Bien,hdmb,day du,Tay - Bac,Dong - Nam,2,6,25.88235294
3,2,126,20.99964523,105.7993851,4.36,Thanh Xuan,so do,co ban,Dong - Nam,Dong - Bac,5,15,26.98412698
2,1,47,20.96473503,105.8263626,8.11,Hoang Mai,hdmb,co ban,Tay - Nam,Dong - Bac,1,3,25.53191489
3,2,90,21.04956627,105.778595,2.69,Bac Tu Liem,so do,cao cap,Bac,Nam,1,3,43.88888889
3,2,90.1,20.97639847,105.8145752,6.73,Hoang Mai,so do,day du,Dong - Nam,Dong - Bac,1,6,39.84461709
2,1,58,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Bac,Nam,0,1,44.82758621
3,2,103.8,21.05967522,105.8040771,1.68,Tay Ho,so do,day du,Nam,Bac,2,4,46.24277457
2,1,55,20.99927711,105.7381134,7.96,Nam Tu Liem,so do,co ban,Dong - Bac,Tay - Nam,0,0,41.09090909
2,1,81,21.04015923,105.7613144,4.35,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,1,6,49.38271605
3,3,181,21.00695801,105.8010788,3.61,Cau Giay,so do,cao cap,Tay - Bac,Dong - Nam,3,16,45
3,2,86,21.0322113,105.7996979,1.18,Cau Giay,so do,day du,Dong - Bac,Tay - Nam,1,10,56.97674419
2,2,70,20.98434067,105.7768097,6.49,Nam Tu Liem,so do,co ban,Dong - Bac,Tay - Nam,3,3,37.85714286
3,2,89,20.99069977,105.8142776,5.31,Thanh Xuan,so do,day du,Bac,Dong - Nam,2,13,47.19101124
2,1,70,20.97347069,105.8258286,7.26,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,0,4,35.71428571
3,2,85,21.06909752,105.8880386,8.73,Long Bien,hdmb,day du,Tay - Bac,Dong - Nam,2,5,25.88235294
3,2,83,20.97833824,105.8363342,7.19,Hoang Mai,so do,day du,Dong,Tay,1,6,43.37349398
3,2,102,21.05239868,105.7801819,2.63,Bac Tu Liem,so do,day du,Dong - Bac,Dong - Nam,1,3,44.60784314
2,2,86,21.03413582,105.7641068,4.15,Nam Tu Liem,so do,co ban,Tay - Bac,Dong - Nam,1,6,30.23255814
3,2,103,21.03158569,105.7604523,4.57,Nam Tu Liem,so do,day du,Tay,Dong - Nam,1,5,38.83495146
2,2,67,20.96331406,105.8267365,8.26,Hoang Mai,hdmb,co ban,Nam,Bac,1,3,21.49253731
2,2,100,21.05967522,105.8040771,1.68,Tay Ho,so do,co ban,Bac,Nam,2,4,68
2,2,68,21.00278091,105.9454651,14.64,Gia Lam,so do,day du,Dong - Nam,Tay - Nam,0,2,38.38235294
3,2,115,20.99682999,105.7938385,4.74,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,3,9,26.08695652
3,2,104,20.98600006,105.8121872,5.74,Thanh Xuan,so do,day du,Tay,Dong - Nam,2,7,33.65384615
1,1,39,20.95757484,105.8069,8.54,Thanh Tri,hdmb,day du,Tay - Bac,Dong - Nam,1,6,19.48717949
1,3,145,21.07213593,105.810997,2.99,Tay Ho,so do,day du,Tay - Bac,Dong - Nam,0,2,44.82758621
2,2,61.5,20.96356201,105.8316116,8.38,Hoang Mai,hdmb,day du,Dong - Bac,Tay - Nam,1,4,23.7398374
2,2,60,20.95990562,105.7918015,8.4,Ha Dong,so do,day du,Dong - Bac,Dong - Nam,2,6,38.33333333
2,2,68,21.08234978,105.8717575,7.78,Dong Anh,so do,day du,Tay - Bac,Dong - Nam,0,1,27.94117647
2,2,69,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,2,5,23.91304348
2,1,78,21.03413582,105.7641068,4.15,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,1,6,29.48717949
3,2,92,21.09191704,105.7850037,5.28,Bac Tu Liem,hdmb,co ban,Bac,Nam,1,4,30
3,2,120,20.99433327,105.8675613,7.94,Hai Ba Trung,so do,day du,Dong,Tay - Bac,0,5,62.5
2,1,55,20.99927711,105.7381134,7.96,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,0,0,40
3,2,107,20.98337555,105.7835312,6.32,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,3,4,38.31775701
2,2,133,21.03004456,105.7766266,3.09,Nam Tu Liem,so do,day du,Nam,Bac,0,5,30.07518797
3,2,105,20.95876884,105.8463135,9.39,Hoang Mai,so do,co ban,Dong - Nam,Dong - Nam,2,6,34.28571429
3,2,133,20.99751663,105.795166,4.64,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,4,10,23.30827068
2,2,81,20.9952507,105.7844086,5.18,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,1,3,29.62962963
3,2,105,21.03656769,105.7604828,4.47,Nam Tu Liem,so do,co ban,Tay - Nam,Dong - Bac,1,6,50.47619048
2,2,70,20.95020294,105.791069,9.37,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,1,5,22.57142857
3,2,133,21.03004456,105.7766266,3.09,Nam Tu Liem,so do,co ban,Nam,Bac,0,5,33.08270677
2,2,86.8,21.05967522,105.8040771,1.68,Tay Ho,so do,day du,Dong,Tay,2,4,41.47465438
2,2,70,20.97602463,105.7615967,7.96,Ha Dong,so do,day du,Tay - Bac,Tay - Nam,1,2,27.14285714
3,2,85,21.06510162,105.8886566,8.68,Long Bien,hdmb,day du,Tay - Bac,Dong - Nam,2,6,25.88235294
3,2,126,20.99964523,105.7993851,4.36,Thanh Xuan,so do,co ban,Dong - Nam,Dong - Bac,5,15,26.98412698
2,1,47,20.96473503,105.8263626,8.11,Hoang Mai,hdmb,co ban,Tay - Nam,Dong - Bac,1,3,25.53191489
3,2,90,21.04956627,105.778595,2.69,Bac Tu Liem,so do,cao cap,Bac,Nam,1,3,43.88888889
3,2,90.1,20.97639847,105.8145752,6.73,Hoang Mai,so do,day du,Dong - Nam,Dong - Bac,1,6,39.84461709
2,1,58,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Bac,Nam,0,1,44.82758621
3,2,103.8,21.05967522,105.8040771,1.68,Tay Ho,so do,day du,Nam,Bac,2,4,46.24277457
2,1,55,20.99927711,105.7381134,7.96,Nam Tu Liem,so do,co ban,Dong - Bac,Tay - Nam,0,0,41.09090909
2,1,81,21.04015923,105.7613144,4.35,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,1,6,49.38271605
3,3,181,21.00695801,105.8010788,3.61,Cau Giay,so do,cao cap,Tay - Bac,Dong - Nam,3,16,45
3,2,86,21.0322113,105.7996979,1.18,Cau Giay,so do,day du,Dong - Bac,Tay - Nam,1,10,56.97674419
2,2,70,20.98434067,105.7768097,6.49,Nam Tu Liem,so do,co ban,Dong - Bac,Tay - Nam,3,3,37.85714286
3,2,89,20.99069977,105.8142776,5.31,Thanh Xuan,so do,day du,Bac,Dong - Nam,2,13,47.19101124
2,1,70,20.97347069,105.8258286,7.26,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,0,4,35.71428571
3,2,85,21.06909752,105.8880386,8.73,Long Bien,hdmb,day du,Tay - Bac,Dong - Nam,2,5,25.88235294
3,2,83,20.97833824,105.8363342,7.19,Hoang Mai,so do,day du,Dong,Tay,1,6,43.37349398
3,2,102,21.05239868,105.7801819,2.63,Bac Tu Liem,so do,day du,Dong - Bac,Dong - Nam,1,3,44.60784314
2,2,86,21.03413582,105.7641068,4.15,Nam Tu Liem,so do,co ban,Tay - Bac,Dong - Nam,1,6,30.23255814
3,2,103,21.03158569,105.7604523,4.57,Nam Tu Liem,so do,day du,Tay,Dong - Nam,1,5,38.83495146
2,2,67,20.96331406,105.8267365,8.26,Hoang Mai,hdmb,co ban,Nam,Bac,1,3,21.49253731
2,2,100,21.05967522,105.8040771,1.68,Tay Ho,so do,co ban,Bac,Nam,2,4,68
2,2,68,21.00278091,105.9454651,14.64,Gia Lam,so do,day du,Dong - Nam,Tay - Nam,0,2,38.38235294
3,2,115,20.99682999,105.7938385,4.74,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,3,9,26.08695652
3,2,104,20.98600006,105.8121872,5.74,Thanh Xuan,so do,day du,Tay,Dong - Nam,2,7,33.65384615
1,1,39,20.95757484,105.8069,8.54,Thanh Tri,hdmb,day du,Tay - Bac,Dong - Nam,1,6,19.48717949
1,3,145,21.07213593,105.810997,2.99,Tay Ho,so do,day du,Tay - Bac,Dong - Nam,0,2,44.82758621
2,2,61.5,20.96356201,105.8316116,8.38,Hoang Mai,hdmb,day du,Dong - Bac,Tay - Nam,1,4,23.7398374
2,2,60,20.95990562,105.7918015,8.4,Ha Dong,so do,day du,Dong - Bac,Dong - Nam,2,6,38.33333333
2,2,68,21.08234978,105.8717575,7.78,Dong Anh,so do,day du,Tay - Bac,Dong - Nam,0,1,27.94117647
2,2,69,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,2,5,23.91304348
2,1,78,21.03413582,105.7641068,4.15,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,1,6,29.48717949
3,2,92,21.09191704,105.7850037,5.28,Bac Tu Liem,hdmb,co ban,Bac,Nam,1,4,30
3,2,120,20.99433327,105.8675613,7.94,Hai Ba Trung,so do,day du,Dong,Tay - Bac,0,5,62.5
2,1,55,20.99927711,105.7381134,7.96,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,0,0,40
3,2,77,20.95590782,105.8468475,9.67,Thanh Tri,so do,day du,Dong - Bac,Dong - Nam,2,4,25.45454545
3,2,95.5,21.02216148,105.7717972,3.89,Cau Giay,so do,cao cap,Dong - Bac,Tay - Nam,0,3,45.23560209
3,3,114,21.06583214,105.8265076,3.16,Cau Giay,so do,cao cap,Dong - Bac,Tay - Nam,0,2,96.49122807
3,2,107,21.0555439,105.80513,1.26,Nam Tu Liem,hdmb,day du,Bac,Nam,2,2,56.07476636
2,2,63,20.99927711,105.7381134,7.96,Thanh Tri,hdmb,day du,Dong - Bac,Dong - Bac,0,0,41.26984127
3,2,120,21.03326988,105.8167038,1.54,Nam Tu Liem,so do,day du,Dong - Bac,Nam,2,9,116.6666667
2,1,81,20.98101997,105.7548981,7.95,Thanh Tri,so do,day du,Dong - Bac,Tay - Nam,0,1,25.92592593
3,2,106,20.99433327,105.8675613,7.94,Thanh Tri,so do,cao cap,Bac,Nam,0,5,47.16981132
3,2,102,20.99477196,105.8061295,4.82,Nam Tu Liem,chua so,day du,Tay - Bac,Dong - Nam,5,14,49.01960784
2,2,67,20.97145653,105.8281708,7.52,Ba Dinh,hdmb,day du,Tay - Bac,Dong - Nam,0,5,26.71641791
4,2,123,20.98101997,105.7548981,7.95,Tay Ho,so do,day du,Tay - Bac,Dong - Nam,0,1,21.54471545
3,2,102,21.0124321,105.767395,4.82,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,1,29.41176471
2,2,103,20.99751663,105.795166,4.64,Ha Dong,so do,co ban,Tay - Bac,Dong - Nam,4,10,27.18446602
2,2,69,21.03040504,105.7770309,3.04,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,0,5,39.13043478
2,2,82,21.01875877,105.7947769,2.61,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,2,10,40.24390244
3,2,96,20.98434067,105.7768097,6.49,Bac Tu Liem,so do,co ban,Tay - Bac,Dong - Nam,3,3,38.75
2,2,74,21.05239868,105.7801819,2.63,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Nam,1,3,41.89189189
3,2,90.1,20.97639847,105.8145752,6.73,Dong Da,so do,day du,Dong - Nam,Dong - Bac,1,6,39.84461709
2,2,61.5,20.96356201,105.8316116,8.38,Dong Anh,so do,day du,Dong - Bac,Tay - Nam,1,4,22.76422764
2,2,74,21.05239868,105.7801819,2.63,Bac Tu Liem,so do,day du,Bac,Nam,1,3,40.54054054
2,2,63,20.97776985,105.836113,7.23,Thanh Xuan,so do,day du,Dong - Nam,Dong - Nam,1,6,38.0952381
3,2,83,21.04956627,105.778595,2.69,Hoang Mai,so do,day du,Bac,Nam,1,3,45.78313253
2,2,69,20.97952843,105.7875671,6.57,Hoang Mai,so do,co ban,Dong - Bac,Tay,3,5,37
2,2,78,21.03040504,105.7770309,3.04,Hai Ba Trung,so do,day du,Tay - Bac,Dong - Nam,0,5,40.38461538
3,2,82.1,21.03717804,105.8730698,6.86,Bac Tu Liem,so do,cao cap,Tay - Nam,Tay - Nam,2,4,48.05115713
3,2,113,21.06357574,105.795372,2.27,Hoang Mai,chua so,day du,Tay,Dong - Nam,1,3,51.32743363
3,3,155,20.97366714,105.7587128,8.31,Long Bien,chua so,day du,Tay - Bac,Dong - Nam,1,2,23.22580645
3,2,107,21.09191704,105.7850037,5.28,Hoang Mai,so do,day du,Bac,Nam,1,4,35
3,3,120,21.03326988,105.8167038,1.54,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,2,9,135.8333333
2,2,72,20.98702621,105.7868347,5.87,Hai Ba Trung,so do,day du,Tay - Nam,Dong - Bac,1,4,36.11111111
3,2,126,20.99069977,105.8142776,5.31,Thanh Tri,so do,day du,Dong - Bac,Tay - Nam,2,13,35.71428571
3,2,117,20.97366714,105.7587128,8.31,Thanh Tri,chua so,day du,Dong - Bac,Tay - Nam,1,2,26.92307692
1,1,34,21.0024147,105.9641113,16.45,Cau Giay,so do,day du,Tay - Nam,Tay - Nam,0,0,28.82352941
3,2,83,20.95990562,105.7918015,8.4,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,2,6,31.92771084
2,1,60,20.95990753,105.7681961,9.07,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,2,1,33.33333333
2,1,75,21.06269073,105.9083328,10.55,Thanh Xuan,so do,co ban,Dong,Bac,2,6,20.66666667
3,2,88,20.98337555,105.7835312,6.32,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,3,4,34.09090909
4,3,171,21.03004456,105.7766266,3.09,Ha Dong,so do,co ban,Tay,Tay - Nam,0,5,29.23976608
4,3,182,21.03004456,105.7766266,3.09,Gia Lam,so do,day du,Tay - Nam,Dong - Bac,0,5,27.47252747
2,2,69,20.97321701,105.7788544,7.43,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,4,5,42.46376812
3,2,92,21.09191704,105.7850037,5.28,Long Bien,so do,day du,Bac,Nam,1,4,30.43478261
2,1,57,20.9952507,105.7844086,5.18,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,1,3,38.59649123
3,2,110,21.05967522,105.8040771,1.68,Thanh Xuan,so do,day du,Dong,Tay - Nam,2,4,39.09090909
3,2,95,21.01188278,105.7864456,3.6,Tay Ho,so do,day du,Dong - Nam,Tay - Bac,2,8,52.63157895
2,2,62,21.03158569,105.7604523,4.57,Hoang Mai,hdmb,day du,Tay - Nam,Dong - Bac,1,5,38.70967742
2,2,53,20.97332001,105.7782822,7.45,Bac Tu Liem,so do,day du,Tay - Bac,Dong - Bac,4,5,37.73584906
3,2,105,21.05037308,105.7848434,2.12,Ha Dong,so do,day du,Nam,Bac,1,5,34.28571429
3,2,93,21.09191704,105.7850037,5.28,Nam Tu Liem,so do,day du,Bac,Nam,1,4,30.10752688
2,1,68.17,20.96266174,105.8212662,8.2,Cau Giay,so do,co ban,Tay - Nam,Tay - Nam,0,4,31.53880006
2,2,80,21.04015923,105.7613144,4.35,Tay Ho,so do,day du,Tay - Nam,Dong - Nam,1,6,46
4,5,358.8,21.06339607,105.7972932,2.18,Tay Ho,hdmb,cao cap,Tay - Bac,Dong - Nam,1,3,82
2,2,77.6,21.00618172,105.806427,3.68,Nam Tu Liem,hdmb,day du,Dong - Nam,Tay - Bac,4,21,33.50515464
2,2,79.9,21.0661869,105.8011627,2.35,Nam Tu Liem,so do,day du,Tay,Dong,1,1,50.06257822
3,3,100,21.02681732,105.7876663,2.34,Bac Tu Liem,so do,cao cap,Dong - Bac,Tay - Nam,0,4,58.5
3,2,83,21.00278091,105.9454651,14.64,Thanh Xuan,hdmb,co ban,Dong - Nam,Dong - Nam,0,2,38.81927711
3,3,100,21.02681732,105.7876663,2.34,Bac Tu Liem,so do,cao cap,Dong - Bac,Tay - Nam,0,4,59
3,2,98,21.02681732,105.7876663,2.34,Hai Ba Trung,so do,cao cap,Dong - Bac,Tay - Nam,0,4,59.18367347
